exchange_flow_name,exchange_flow_id,exchange_unit,exchange_type,exchange_category,exchange_description,text
"2,4,5-T",60b4cfa4-c1af-3662-96d6-43c2b69bff6f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,,"2,4,5-T.Elementary flows/emission/water..
"
"2,3,7,8-Tetrachlorodibenzo-p-dioxin",3bc71f39-5e48-399c-a930-c113e7aa04b1,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/high,,"2,3,7,8-Tetrachlorodibenzo-p-dioxin.Elementary flows/emission/air/troposphere/high..
"
Water,255001a2-a225-385e-a998-960d1d20e76e,kg,ELEMENTARY_FLOW,Elementary flows/Resource/air,,"Water.Elementary flows/Resource/air..
"
"1,2-Dichloroethane",84a57993-f325-3e9b-a1b7-a90f3d7a634b,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"1,2-Dichloroethane.Elementary flows/emission/water/subterranean..
"
Antimony-125,f80f42f2-b454-33b1-be54-e1a4cfbb7c38,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Antimony-125.Elementary flows/emission/water/subterranean/fresh water body..
"
Titanium,dcebab44-f3bf-3d66-9e73-673bab71bdfe,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Titanium.Elementary flows/emission/water/subterranean/fresh water body..
"
Technetium-99m,57f219c7-296f-3c02-9983-c7c5f73bdcd4,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Technetium-99m.Elementary flows/emission/water/fresh water body/river..
"
Carbon monoxide,69a9a7fd-ab8a-3028-9721-b5714e51a9e3,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/high,,"Carbon monoxide.Elementary flows/emission/air/troposphere/high..
"
Carbaryl,47da61e8-8a5a-3ca7-bce6-002ae3af2df8,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,,"Carbaryl.Elementary flows/emission/ground..
"
Cerium-141,df982968-ae07-391d-9960-2888fb4d585a,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Cerium-141.Elementary flows/emission/water/fresh water body/river..
"
Antimony,ffb7ecc5-19f2-372d-bacc-3306a0f588af,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Antimony.Elementary flows/emission/water/subterranean/fresh water body..
"
Chromium(III),d9760153-094b-3863-bf0b-aa3e2177e92b,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Chromium(III).Elementary flows/emission/water/subterranean/fresh water body..
"
Toluene,8a4253e6-bdd3-38a9-afda-711f96bc3d9c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Toluene.Elementary flows/emission/water/subterranean/fresh water body..
"
"Benzenethiol, pentafluoro-",a444e64f-0e7f-37c6-b4d2-cc53cde81223,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Benzenethiol, pentafluoro-.Elementary flows/emission/air..
"
Magnesium,8a4b6b6c-1a2a-316f-af2c-083905fdd03c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Magnesium.Elementary flows/emission/water/subterranean/fresh water body..
"
m-Ethyltoluene,552cb746-60a8-3b7d-8ece-a5b4dd05bb59,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"m-Ethyltoluene.Elementary flows/emission/air..
"
Bromide,dd29fd45-6256-3a34-b59a-9be516847dc6,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Bromide.Elementary flows/emission/air..
"
Radon-220,cc67be09-319f-3396-81c7-dfd9e97f51d8,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Radon-220.Elementary flows/emission/air/troposphere/urban..
"
Radium-228,fd589845-fec3-3a0e-8fd9-f1a4f1b6c40a,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Radium-228.Elementary flows/emission/air/troposphere/rural..
"
"bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-",ae0548c8-e9e9-3867-a1fc-88f6944b9a82,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"bicyclo[3.1.0]hexane, 4-methylene-1-(1-methylethyl)-.Elementary flows/emission/air..
"
Iodide,2f965352-db2d-3841-901a-154620407d7f,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Iodide.Elementary flows/emission/air..
"
Cerium-144,207cc5a2-3193-3150-8d60-8426a57b76f4,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Cerium-144.Elementary flows/emission/air..
"
Krypton-87,c059eb31-4bd2-321a-8045-3ff9dd9f5c5c,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,,"Krypton-87.Elementary flows/emission/air/troposphere/rural..
"
Polycyclic aromatic hydrocarbons - 7-PAH,b38c3d57-6d3b-384f-af61-22ac67852cf8,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"Polycyclic aromatic hydrocarbons - 7-PAH.Elementary flows/emission/air..
"
Thorium-228,ee416bf3-f3cf-360a-a270-7ee63e51348e,kBq,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Thorium-228.Elementary flows/emission/air/troposphere/urban..
"
Antimony-124,8b52cfad-553c-3a09-b080-5eb1e93b7eca,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean/fresh water body,,"Antimony-124.Elementary flows/emission/water/subterranean/fresh water body..
"
Hydrogen,80849dcd-77d8-320a-b90f-362b600e1fb1,MJ,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Hydrogen.Elementary flows/emission/air/troposphere/urban..
"
2-Butene,7ce1da17-5ba1-338f-a070-fefd73eaa809,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,,"2-Butene.Elementary flows/emission/air..
"
"Noble gases, radioactive, unspecified",63616bae-2423-3b22-a4fc-05d8b7a349e8,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Noble gases, radioactive, unspecified.Elementary flows/emission/water/saline water body/ocean..
"
"Total oil and grease, less total petroleum hydrocarbons (TPH)",3349b083-3e67-3533-8b77-ffb62f9f22d4,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,Oil and grease,"Total oil and grease, less total petroleum hydrocarbons (TPH).Elementary flows/emission/water.Oil and grease.
"
Volatile organic compounds,6f861846-1c4c-3fc9-a198-56b2d9abd83b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,non-methane hydrocarbon,"Volatile organic compounds.Elementary flows/emission/air.non-methane hydrocarbon.
"
Trona,6b9b06bc-c983-3af8-b4b7-600219378bfc,kg,ELEMENTARY_FLOW,Elementary flows/Resource/ground/subterranean,Process inputs do not consider the fraction of mass that is extracted and returned to the mine as overburden.,"Trona.Elementary flows/Resource/ground/subterranean.Process inputs do not consider the fraction of mass that is extracted and returned to the mine as overburden..
"
Acetaldehyde,09dc3fe9-7e57-321f-9e04-34375bf2a0b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,"From process i.e., excluding from combustion of fuels not including black liquor solids.","Acetaldehyde.Elementary flows/emission/air.From process i.e., excluding from combustion of fuels not including black liquor solids..
"
Phosphorus compounds,6f9e4b15-50b2-3a3e-8464-fe2bc00448a2,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,In effluent.,"Phosphorus compounds.Elementary flows/emission/water.In effluent..
"
Ammonia,65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,"From process i.e., excluding from combustion of fuels not including black liquor solids.","Ammonia.Elementary flows/emission/air.From process i.e., excluding from combustion of fuels not including black liquor solids..
"
Biological Oxygen Demand,d4f19cbf-24bf-3a8d-84aa-6c776ff39d07,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,BOD in survey,"Biological Oxygen Demand.Elementary flows/emission/water/saline water body/ocean.BOD in survey.
"
Volatile organic compounds,d6a91d9b-ff6e-3ee7-85d9-5d871937e7b9,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/rural,a number of plants use an RTO and RCO which reduces VOC and HAP emissions to those given here,"Volatile organic compounds.Elementary flows/emission/air/troposphere/rural.a number of plants use an RTO and RCO which reduces VOC and HAP emissions to those given here.
"
Water,01ec7937-eea7-3830-aaf6-3be74f4d952b,kg,ELEMENTARY_FLOW,Elementary flows/Resource/water/subterranean,well water for process and cooling taken as 16% of total water use,"Water.Elementary flows/Resource/water/subterranean.well water for process and cooling taken as 16% of total water use.
"
Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,1.83 kg CO2/kg of wood to preserve mass balance (Printing & Writing Papers Life-Cycle Assessment Summary Report),"Carbon dioxide.Elementary flows/emission/air.1.83 kg CO2/kg of wood to preserve mass balance (Printing & Writing Papers Life-Cycle Assessment Summary Report).
"
Xylene,11b4481a-d297-349a-89fc-102009c1410c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Xylene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
"1,3-Butadiene",1f799425-898b-34ee-9bff-250472b98b2e,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","1,3-Butadiene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Ammonia,2d117fdd-370d-331c-b07c-b0172c4a10ef,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude. Includes N2 as ammonia.","Ammonia.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude. Includes N2 as ammonia..
"
Cresol,dce9617d-7a15-32be-adcb-f01854016ebc,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Cresol.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Isoprene,f04bdc59-0f29-3c7f-956c-53b0003b37e7,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Isoprene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
"7,12-Dimethylbenz[a]anthracene",a1786d5d-c7f9-3cb2-9879-cf0325b72658,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","7,12-Dimethylbenz[a]anthracene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Benzene,67999cea-e58a-3044-95a9-4b45269260fd,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Benzene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Propylene glycol,2d6ad8a3-2e52-39c0-ba55-d9ad379705cb,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Propylene glycol.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Biphenyl,1e9fb400-240f-31cf-8074-00580c0207a3,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Biphenyl.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Ethylene,3406549e-cf97-3fec-b0bb-07506f38dfc4,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Ethylene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Hydrogen sulfide,f8cbcd43-8201-3b05-b19a-82d305414af4,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Hydrogen sulfide.Elementary flows/emission/air.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Dimethyl phthalate,48f34f79-a52a-3692-9931-5b7b678fd1f5,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Dimethyl phthalate.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
"Dibenz[a,j]acridine",8748d8b2-558f-343d-93d5-2d8a7ed2f500,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Dibenz[a,j]acridine.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
3-Methylcholanthrene,e938bd59-d414-3da4-b524-a13c18a50706,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","3-Methylcholanthrene.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Sodium sulfate,506ae452-128f-3fe8-81d7-368297149b2c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,"This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude.","Sodium sulfate.Elementary flows/emission/water.This data was reported by fewer than three companies.  To indicate known emissions while protecting the confidentiality of individual company responses, the emission is reported only by order of magnitude..
"
Nitrate,3a1aa0d4-0faf-318d-8e92-0b0817460c94,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,"NO3-N leaching, assuming 30% of fertilizer N applied leaches below the root zone. IPCC 2006: Chapter 11: N2O Emissions from Managed Soils, and CO2 Emissions from Lime and Urea Application. Table 11.3","Nitrate.Elementary flows/emission/water/subterranean.NO3-N leaching, assuming 30% of fertilizer N applied leaches below the root zone. IPCC 2006: Chapter 11: N2O Emissions from Managed Soils, and CO2 Emissions from Lime and Urea Application. Table 11.3.
"
Carbon dioxide,58b5cd90-8ba4-32ea-b4aa-3a3438ba8419,kg,ELEMENTARY_FLOW,Elementary flows/Resource/air,"CO2=44g per mole, C = 12g, O=16","Carbon dioxide.Elementary flows/Resource/air.CO2=44g per mole, C = 12g, O=16.
"
Biomass,7feeb363-fbeb-37ad-937f-080834b9dc35,kg,ELEMENTARY_FLOW,Elementary flows/Resource/biotic,"LHV for corn stover, data from Phyllis database http://www.ecn.nl/phyllis/ 
Verified 10/14/08","Biomass.Elementary flows/Resource/biotic.LHV for corn stover, data from Phyllis database http://www.ecn.nl/phyllis/ 
Verified 10/14/08.
"
Acetochlor,1de6d0d4-b213-330d-911e-d5b4210886a7,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total acetochlor applied, kg ai. Assumeing 23% corn acres planted recieved acetochlor. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Acetochlor.Elementary flows/emission/ground/human-dominated/agricultural.Total acetochlor applied, kg ai. Assumeing 23% corn acres planted recieved acetochlor. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
S-Metolachlor,f9a00a61-bda0-3ce4-9c92-2f73e56569a2,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total metolochlor applied, kg ai. Assuming 23% of corn acres received metolochlor. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","S-Metolachlor.Elementary flows/emission/ground/human-dominated/agricultural.Total metolochlor applied, kg ai. Assuming 23% of corn acres received metolochlor. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
"2,4-D",1b903dc5-d279-3144-a3e5-72dfeb19f876,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total 2,4-D applied, kg ai. Assumeing 3% corn acres planted recieved 2,4-D. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","2,4-D.Elementary flows/emission/ground/human-dominated/agricultural.Total 2,4-D applied, kg ai. Assumeing 3% corn acres planted recieved 2,4-D. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Atrazine,4c4788b4-a179-3632-9dd0-45ff03a180b0,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,"Amount of total atrazine applied, kg. that leaches below the root zone. Assumeing 66% corn acres planted recieved atrazine. Fraction of atrazine applied that has been documented to leach below the root zone. Assuming approximately 7% of applied atrazine is lost. From: Persicani, D., G. Gasparetti, P. Siro, M. Bonvini. 1995. Journal of Contaminant Hydrology 19:127-144. Page 137.","Atrazine.Elementary flows/emission/water/subterranean.Amount of total atrazine applied, kg. that leaches below the root zone. Assumeing 66% corn acres planted recieved atrazine. Fraction of atrazine applied that has been documented to leach below the root zone. Assuming approximately 7% of applied atrazine is lost. From: Persicani, D., G. Gasparetti, P. Siro, M. Bonvini. 1995. Journal of Contaminant Hydrology 19:127-144. Page 137..
"
Phostebupirim,1b203d5a-c061-3cc9-94e2-3a0a28a80c11,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground,"Total tebupirimphos applied, kg ai. Assuming 6% ofcorn acres received application. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Phostebupirim.Elementary flows/emission/ground.Total tebupirimphos applied, kg ai. Assuming 6% ofcorn acres received application. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Atrazine,2ebf4772-2ec2-3e77-b569-46ac84f7534e,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total atrazine applied, kg ai. Assumeing 66% corn acres planted recieved atrazine. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Atrazine.Elementary flows/emission/ground/human-dominated/agricultural.Total atrazine applied, kg ai. Assumeing 66% corn acres planted recieved atrazine. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Mesotrione,d04fb88b-72c3-3465-a7b3-e45c6bcc99fe,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total mesotrione applied, kg ai. Assuming 20% of  corn acres received mesotrione. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Mesotrione.Elementary flows/emission/ground/human-dominated/agricultural.Total mesotrione applied, kg ai. Assuming 20% of  corn acres received mesotrione. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Tefluthrin,968bac9f-9938-3e38-9b50-b53ef5b9ab7e,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total tefluthrin applied, kg ai. Assuming 7% of corn acres received application. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Tefluthrin.Elementary flows/emission/ground/human-dominated/agricultural.Total tefluthrin applied, kg ai. Assuming 7% of corn acres received application. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Nicosulfuron,dcbfdc9f-cd18-3142-81ea-0055886bc5b5,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total nicosulfuron applied, kg ai. Assuming 10% of corn acres received application. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Nicosulfuron.Elementary flows/emission/ground/human-dominated/agricultural.Total nicosulfuron applied, kg ai. Assuming 10% of corn acres received application. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Glyphosate,b0b936bb-4002-3d21-9895-8be42ae4a458,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total glyphosate applied, kg ai. Assuming 31% of corn acres planted recieved glyphosate. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Glyphosate.Elementary flows/emission/ground/human-dominated/agricultural.Total glyphosate applied, kg ai. Assuming 31% of corn acres planted recieved glyphosate. Adjusted to 1 kg of corn.Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Cyfluthrin,33cdbdee-33d3-32ec-9295-fe9301b0e6c4,kg,ELEMENTARY_FLOW,Elementary flows/emission/ground/human-dominated/agricultural,"Total cyfluthrin applied, kg ai. Assuming 7% of corn acres received appication. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20.","Cyfluthrin.Elementary flows/emission/ground/human-dominated/agricultural.Total cyfluthrin applied, kg ai. Assuming 7% of corn acres received appication. Adjusted to 1 kg of corn. Data from: USDA NASS 2006. Agricultural Chemical Usage 2005 Field Crops Summary. Pages 19-20..
"
Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,Soil organic mater CO2 respiration after O2 exposure. ,"Carbon dioxide.Elementary flows/emission/air.Soil organic mater CO2 respiration after O2 exposure. .
"
Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,N2O emissions as a result of slurry manure application. Assuming application of wet manure (85% moisture). Dry manure is 2% N by wt. Approximately 25% of all manure applied to corn is dry.,"Nitrous oxide.Elementary flows/emission/air.N2O emissions as a result of slurry manure application. Assuming application of wet manure (85% moisture). Dry manure is 2% N by wt. Approximately 25% of all manure applied to corn is dry..
"
Ammonia,65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,kg,ELEMENTARY_FLOW,Elementary flows/emission/air,NH3 emissions as a result of slurry manure application. Assuming application of wet manure (85% moisture). Dry manure is 2% N by wt. Approximately 25% of all manure applied to corn is dry.,"Ammonia.Elementary flows/emission/air.NH3 emissions as a result of slurry manure application. Assuming application of wet manure (85% moisture). Dry manure is 2% N by wt. Approximately 25% of all manure applied to corn is dry..
"
Carbon monoxide,4971b86e-3384-3ee3-a440-aeeff96a4bbb,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/troposphere/urban,,"Carbon monoxide.Elementary flows/emission/air/troposphere/urban..
"
Cadmium(II),c0ac1dbd-f4aa-3367-ab2b-c10880ac446d,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Cadmium(II).Elementary flows/emission/water/fresh water body/river..
"
Land use,cc39b220-d9ed-30a0-a6b8-90fd40b502e7,m2*a,ELEMENTARY_FLOW,Elementary flows/Resource/ground/human-dominated/commercial,,"Land use.Elementary flows/Resource/ground/human-dominated/commercial..
"
Ethylene oxide,a8c1782b-9554-3346-ada3-a7130375c73a,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Ethylene oxide.Elementary flows/emission/air/stratosphere..
"
Total dissolved solids,61a45604-2ff4-384b-8d90-bae7206c2540,kg,ELEMENTARY_FLOW,Elementary flows/emission/water,water/subterranean,"Total dissolved solids.Elementary flows/emission/water.water/subterranean.
"
Potassium-40,bac0f994-00ee-37bd-9a93-3bb71e962f3f,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Potassium-40.Elementary flows/emission/water/subterranean..
"
Nickel(II),4d76596b-6ca5-3a68-a511-96b6fcd5b9b8,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Nickel(II).Elementary flows/emission/water/subterranean..
"
Sodium(I),c5d5a21d-dd57-3775-aabd-6b0e74fc5e9f,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Sodium(I).Elementary flows/emission/water/subterranean..
"
Radium-226,ba25ef36-64c9-319d-bca5-cfce4a4acd4a,kBq,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Radium-226.Elementary flows/emission/water/subterranean..
"
Silver(I),7bd52401-0f17-383a-9b24-9cd751bdb93c,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/subterranean,,"Silver(I).Elementary flows/emission/water/subterranean..
"
Formaldehyde,fa63d01a-df48-346c-9663-3ffaa71b023b,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Formaldehyde.Elementary flows/emission/air/stratosphere..
"
Sodium(I),8a4ae5c9-fcd0-328c-89a3-df7a74928bbb,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Sodium(I).Elementary flows/emission/water/fresh water body/river..
"
Chromium(III),eae1d56b-3cf1-30c2-b250-a9deef8bb3ba,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/saline water body/ocean,,"Chromium(III).Elementary flows/emission/water/saline water body/ocean..
"
Hydrochloric acid,6ecf11fc-fa9c-39d0-a608-415add0f05e4,kg,ELEMENTARY_FLOW,Elementary flows/emission/air/stratosphere,,"Hydrochloric acid.Elementary flows/emission/air/stratosphere..
"
Vanadium(III),860b7eb3-18fa-3f9f-9ba7-7a7655999528,kg,ELEMENTARY_FLOW,Elementary flows/emission/water/fresh water body/river,,"Vanadium(III).Elementary flows/emission/water/fresh water body/river..
"
