activity_name,activity_db,activity_code,reference_product,activity_unit,location,production_amount,functional_unit_amount,method_1,method_2,method_3,method_str,method_unit,lcia_score
Synthetic Rubber Bridge; USLCI to USEEIO,uslci_database596,1103da1a-c993-49b5-a53b-0f1ee9c27ae4,"Synthetic rubber, at plant",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Electricity - HYDRO - Associated Electric Cooperative, Inc.",uslci_database596,11c10d94-208f-37b0-9139-8668908e2924,"Electricity, AC, 2300-7650 V",MJ,"Associated Electric Cooperative, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.00910461600869894
"Transport, combination truck, short-haul, gasoline powered",uslci_database596,60785dad-585a-3fe9-ae8e-507f0cbc7f6f,"Transport, combination truck, short-haul, gasoline powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08370144894708548
"Engineered flooring, hardwood, unfinished, E",uslci_database596,3b1cd62b-7788-3096-8b6e-9cb6cdc359f2.2ff86a3f-6fb4-3437-939c-3c42d6d037d6,Sawdust; hardwood; dry; at engineered wood flooring plant,kg,US,743.0879998556657,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.2413916612690619
"Transport, school bus, diesel powered, West North Central",uslci_database596,1a7aee1b-bc8e-3521-8864-b9efadc3a871,"Transport, school bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.014018997497597219
"Transport, single unit truck, compressed natural gas powered, East North Central",uslci_database596,7612e2bb-994a-36f9-8728-9b87284ec58f,"Transport, single unit truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.15588721968962108
"coal extraction and processing - Northern Appalachia, BIT, Underground",uslci_database596,9c4f9cfc-6e15-3ead-b864-cc08d6ca3200,"coal, processed, at mine",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.06885201384419022
"Transport, combination truck, electricity powered, Alaska",uslci_database596,103485be-194e-395a-a504-7d3f3bc7a7b3,"Transport, combination truck, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07625030659345047
"Open mold casting, rigid composites part, at plant",uslci_database596,73b0cd92-2167-3036-b1bc-df05a09828fc,"Open mold casting, rigid composites part, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.8806680755815438
Drinking water treatment; Pumps for distribution system; at plant,uslci_database596,c4a05231-fcf5-38cd-ae11-3f0edfd40d82,Drinking water treatment; Pumps for distribution system,m3,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.00013493378294502904
"Transport, passenger car, gasoline powered",uslci_database596,553fff99-b003-39a4-b53e-a9b3da050c71,"Transport, passenger car, gasoline powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.19070495367199822
Electricity; at grid; generation mix - ISO New England,uslci_database596,e387c930-fac5-3647-ad7a-bdd00f10867c,"Electricity, AC, 2300-7650 V",MJ,ISO New England,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.09640460226981973
"Paper, mechanical, uncoated, average production, at mill",uslci_database596,285cfc08-fc23-3bfc-b304-1bb4a60d2f8a.1e9c333c-d556-3880-8b94-0bd75bb41dac,"Electricity, at uncoated mechanical paper mill",kWh,Northern America,65.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,20.747458056598322
"Phenol formaldehyde, at plant",uslci_database596,0bb53c29-31b1-3e8c-87ac-a2ef6793f8f2,"Phenol formaldehyde, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,3.114190600858562
"Quicklime, at plant",uslci_database596,9c0c2415-126f-3162-8479-f002f315a8c7,"Quicklime, at plant",kg,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.347918499512193
"Electricity; at grid; consumption mix - Electric Reliability Council of Texas, Inc. - BA",uslci_database596,3c6b4dc6-e7b3-3118-9086-a7bfc3e3d91b,"Electricity, AC, 2300-7650 V",MJ,"Electric Reliability Council of Texas, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11403214374389381
"Transport, combination truck, diesel powered, South",uslci_database596,32f675d4-b1c1-3d61-8fb2-5e4181c932fe,"Transport, combination truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0884794534693296
Electricity - SOLAR - Southeastern Power Administration,uslci_database596,eda53320-2948-330d-9da5-3d26041d4803,"Electricity, AC, 2300-7650 V",MJ,Southeastern Power Administration,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.011431607652899788
"Transport, light commercial truck, E85 powered",uslci_database596,17873317-3d74-3ebb-809e-d080b87d5a09,"Transport, light commercial truck, E85 powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,2.156234730876046
"coal extraction and processing - Central Interior, BIT, Surface",uslci_database596,45a840d7-2567-324b-aa2c-323f9f483d40,"coal, processed, at mine",kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.024504884055785808
Electricity; at user; consumption mix - City of Homestead - BA,uslci_database596,0e4a7ec8-31cf-3e8a-9de2-3ae95839c1c9,"Electricity, AC, 120 V",MJ,City of Homestead,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
"Transport, single unit truck, short-haul, electricity powered, West",uslci_database596,5efab4fc-4754-31a7-aa68-d8f8b81d0d63,"Transport, single unit truck, short-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.03519885698424135
Steel scrap recovery,uslci_database596,15ec2675-6091-37da-9849-6e2229ab9d85,Steel scrap recovery,kg,US,1000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.14898613400693375
"Cellulosic fiberboard, uncoated, at plant",uslci_database596,cced9535-72f6-3b3a-b3c0-ce21b98eea2b.bb81d0cb-06dc-3614-b69c-3d3780c2c342,"Other, not specified, at cellulosic fiberboard plant",kg,Northern America,264.3000000000016,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,1.219359045489773
power plant construction - ngcc_const - PacifiCorp - West,uslci_database596,70cc74f1-ab8e-3d0b-b3a9-5bf38bb8af2a,power plant construction,Item(s),US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,15184.249072714349
Electricity - HYDRO - Duke Energy Carolinas,uslci_database596,325d044f-fab1-370f-84b3-dc990870f935,"Electricity, AC, 2300-7650 V",MJ,Duke Energy Carolinas,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.005144570381395374
petroleum extraction and processing - RFO PADD 1,uslci_database596,3882fa0e-6f8d-36d7-8111-22e78dd16930,"petroleum fuel, through transportation",MJ,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.01710440070901974
"Bark, softwood, average, at forest road, NE-NC",uslci_database596,c39dbfd7-d8de-3df9-8e9b-d2bdc3037cf4,Bark; softwood; average; at forest road,kg,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.0
Electricity; at user; consumption mix - Public Service Company of New Mexico - BA,uslci_database596,7981738b-42c8-3389-9890-ef4796953b2f,"Electricity, AC, 120 V",MJ,Public Service Company of New Mexico,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11092401182766504
"Electricity - SOLAR - Midcontinent Independent System Operator, Inc.",uslci_database596,5d2207ea-24e6-3b4c-a4e7-3897d4c1a042,"Electricity, AC, 2300-7650 V",MJ,"Midcontinent Independent System Operator, Inc.",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.007900614462044327
"Transport, single unit truck, diesel powered, West North Central",uslci_database596,41dc4819-351b-3ed6-bf7f-62efb7e41a88,"Transport, single unit truck, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.11085779775575702
"Lime, agricultural, corn production",uslci_database596,55d8bf4f-025a-3927-bb96-235d37ba79fc,"Lime, agricultural, corn production",m2,Northern America,10000.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.06159043820817275
"Transport, intercity bus, diesel powered, East North Central",uslci_database596,f16cca9e-8d63-3dca-a1a6-7e3f9e54b313,"Transport, intercity bus, diesel powered",p*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.05072073812927352
"Transport, combination truck, short-haul, diesel powered, Northwest",uslci_database596,6a7f6ad7-02b8-3d41-a800-1cad098783c5,"Transport, combination truck, short-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08857524675716182
"Transport, combination truck, compressed natural gas powered, Hawaii",uslci_database596,834dde82-05d0-3cfe-aa59-0290d3e955a1,"Transport, combination truck, compressed natural gas powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.07367178334616734
Electricity - WIND - ISO New England,uslci_database596,9279532e-655a-35dc-b339-1b101a77ed4f,"Electricity, AC, 2300-7650 V",MJ,ISO New England,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.004511837389108003
"Electricity - GAS - PJM Interconnection, LLC",uslci_database596,6f75e0d7-7944-3a61-ab81-5b7822c883fd,"Electricity, AC, 2300-7650 V",MJ,"PJM Interconnection, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.13360663292863584
"Transport, combination truck, short-haul, diesel powered, West",uslci_database596,e873d007-5e2a-3193-ac3e-087539227c4d,"Transport, combination truck, short-haul, diesel powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.08877477043982873
"Transport, refuse truck, diesel powered, West North Central",uslci_database596,077f9944-eca8-3f2d-b1ee-cdbc115ff0eb,"Transport, refuse truck, diesel powered",t*km,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.12367180858676684
Biodegradable loose fill,uslci_database596,c139b46e-e0c1-3be5-ad3d-451d6392bad6,Biodegradable loose fill,m3,Northern America,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,29.86795400938452
Electricity; at grid; consumption mix - Seattle City Light - BA,uslci_database596,aa1cb937-603e-3145-b2d8-971211947ccb,"Electricity, AC, 2300-7650 V",MJ,Seattle City Light,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.012674574913258322
"Electricity; at grid; generation mix - Griffith Energy, LLC",uslci_database596,ba2f12d7-3266-3f6f-8a25-6fb98f8641b9,"Electricity, AC, 2300-7650 V",MJ,"Griffith Energy, LLC",1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.1387313236334823
Electricity - BIOMASS - Arizona Public Service Company,uslci_database596,5e6faf27-fddf-3a38-92f8-34dc95e4f268,"Electricity, AC, 2300-7650 V",MJ,Arizona Public Service Company,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3815111411593225
Electricity; at user; consumption mix - Tucson Electric Power - BA,uslci_database596,d01b9cb9-b031-3ab8-910c-e37c0555ca24,"Electricity, AC, 120 V",MJ,Tucson Electric Power,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.19985337505811404
"Transport, single unit truck, long-haul, electricity powered, South",uslci_database596,a04b5f07-b650-3f20-9eb3-95b4dc678db0,"Transport, single unit truck, long-haul, electricity powered",t*km,US,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.09281492539221849
"Heat, onsite boiler, hardwood mill, average, SE",uslci_database596,d85c6177-4580-35f0-afd6-52125ababf10.97624ce0-6d6a-3376-bfa7-c663b3c7e48d,Electricity; onsite boiler; hardwood mill; average,kWh,US,0.2742389458714714,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.3771345691775145
Electricity; at grid; consumption mix - NYISO - FERC,uslci_database596,0aa3580c-f1b8-32e3-8dad-782c3201e940,"Electricity, AC, 2300-7650 V",MJ,NYISO,1.0,1.0,"ReCiPe 2016 v1.03, midpoint (I)",climate change,global warming potential (GWP1000),"('ReCiPe 2016 v1.03, midpoint (I)', 'climate change', 'global warming potential (GWP1000)')",kg CO2-Eq,0.06935455765326844
