process_name,process_id,process_location,process_description,exchange_name,exchange_id,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_type,exchange_category,exchange_description,exchange_is_input,exchange_ecoinvent_type,exchange_supplying_process_id,exchange_supplying_process_name,exchange_supplying_process_location,exchange_flow_type
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Copper(I),a58df7ff-b222-34c4-8fc0-2dddf59c933d,Copper(I),a58df7ff-b222-34c4-8fc0-2dddf59c933d,7.1,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Manganese,8f023abc-b8fc-3ef7-9571-f4cf6c2b6820,Manganese,8f023abc-b8fc-3ef7-9571-f4cf6c2b6820,107.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Molybdenum,f95a65ae-f63c-39be-a86a-cb9b547b781b,Molybdenum,f95a65ae-f63c-39be-a86a-cb9b547b781b,0.875,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Lead,f8204689-71e9-3275-85f4-66c4112e5511,Lead,f8204689-71e9-3275-85f4-66c4112e5511,0.698,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Antimony,dde20124-511b-3e0d-8834-5ddd88e15cba,Antimony,dde20124-511b-3e0d-8834-5ddd88e15cba,0.456,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Selenium,215fdef5-4bee-3402-b597-d0ae5c449b3b,Selenium,215fdef5-4bee-3402-b597-d0ae5c449b3b,0.679,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Tin,e169f5f8-18bf-33b2-94d6-7c95d5a83259,Tin,e169f5f8-18bf-33b2-94d6-7c95d5a83259,0.821,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Vanadium(III),b77e039d-4f93-3415-9376-28e8a1ee860b,Vanadium(III),b77e039d-4f93-3415-9376-28e8a1ee860b,0.397,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Zinc(II),2b4bb267-4445-37a5-a505-b61d0daf2b3f,Zinc(II),2b4bb267-4445-37a5-a505-b61d0daf2b3f,48.1,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Beryllium,c00fa432-1dcc-3bf3-870f-4043c05cc887,Beryllium,c00fa432-1dcc-3bf3-870f-4043c05cc887,0.185,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Scandium,9b1dbd4c-c3b1-3afa-8d52-e80887ef5de7,Scandium,9b1dbd4c-c3b1-3afa-8d52-e80887ef5de7,0.323,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Strontium,42904b8f-ac78-3e54-8774-2d117b505a09,Strontium,42904b8f-ac78-3e54-8774-2d117b505a09,14.2,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Titanium,0f2dc726-d62a-3a67-bf97-af90ef81af0a,Titanium,0f2dc726-d62a-3a67-bf97-af90ef81af0a,64.3,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Thallium,6051a1f6-90e3-3231-b4e6-fdd69c961129,Thallium,6051a1f6-90e3-3231-b4e6-fdd69c961129,0.0847,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Tungsten,2e3e37e5-3662-3cb5-8d6d-626337fe83cf,Tungsten,2e3e37e5-3662-3cb5-8d6d-626337fe83cf,1.23,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Silicon,97b782fe-3069-3b68-af8e-fcd559e47d11,Silicon,97b782fe-3069-3b68-af8e-fcd559e47d11,108.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Iron(II),a00b57d8-e437-3170-a6fd-d72351fa8405,Iron(II),a00b57d8-e437-3170-a6fd-d72351fa8405,332.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Calcium(II),00be59d0-ecd7-35ff-86e6-9bd2a790f0c6,Calcium(II),00be59d0-ecd7-35ff-86e6-9bd2a790f0c6,1490.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Aluminum,2b8613fe-c7db-355d-9754-baebbc92512f,Aluminum,2b8613fe-c7db-355d-9754-baebbc92512f,116.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Potassium(I),80110573-503a-39cb-acd6-87fddbee3652,Potassium(I),80110573-503a-39cb-acd6-87fddbee3652,528.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Sodium(I),81fab966-bdc6-3429-8d8b-3d2bd057f928,Sodium(I),81fab966-bdc6-3429-8d8b-3d2bd057f928,181.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
platinum,ba88141e29744f75b00179795ec0dba2,GLO,"life cycle inventory for platinum. Derived from Glaister and Mudd (https://doi.org/10.1016/j.mineng.2009.12.007) which reports impacts in terms of energy adn water consumption per kg ""platinum group metal"" . Therefore, this same inventory is assumed for the other metals (iridium, rhodium,etc.).  Biosphere flows such as land use and mineral use is derived from platinum group metal association (PGMA) inventory data that was shared upon request. These emissions are specific to each metal. The emissions to water are based on the total quantity of sulfidic tailings output from the PGMA, and cross-referenced with the inventory from DOKA (https://doka.ch/SulfidicTailingsDisposalDoka.pdf) for sulfidic mine tailings.",Magnesium,1345e5a3-e4c5-3cc1-b896-988ae1796d8e,Magnesium,1345e5a3-e4c5-3cc1-b896-988ae1796d8e,938.0,,ELEMENTARY_FLOW,Elementary Flows; emission; water,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,Carbon dioxide,b6f010fb-a764-3063-af2d-bcb8309a97b7,0.478,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Carbon monoxide,187c525c-3715-388c-b303-a0671524a615,Carbon monoxide,187c525c-3715-388c-b303-a0671524a615,1.03e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Chromium,98bd36e1-fbe4-32ee-ba78-3b6726917c9b,Chromium,98bd36e1-fbe4-32ee-ba78-3b6726917c9b,8.68e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Ammonia,65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,Ammonia,65b5d5dd-95b5-36b2-8cb0-7c5501ff1e32,4.84e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Antimony,9de688f4-2302-3557-b50c-0f1d304977f4,Antimony,9de688f4-2302-3557-b50c-0f1d304977f4,2.14e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Arsenic,2b16d0b5-4713-3bb8-be5b-905382f0e8a8,Arsenic,2b16d0b5-4713-3bb8-be5b-905382f0e8a8,2.33e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Barium,2c5aef1c-7cf7-30ee-8a87-ba4682327767,Barium,2c5aef1c-7cf7-30ee-8a87-ba4682327767,1.45e-07,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Benzene,565c5d1a-1e0e-35f3-82a0-4845c43d3dcf,Benzene,565c5d1a-1e0e-35f3-82a0-4845c43d3dcf,5.63e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Bromine,b3c70893-3c45-341e-903a-3dd226382175,Bromine,b3c70893-3c45-341e-903a-3dd226382175,6.46e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Calcium,0cc4933c-23bb-3237-9077-c0db2e5aba21,Calcium,0cc4933c-23bb-3237-9077-c0db2e5aba21,9.04e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Cobalt,e0d81f05-0407-3fc9-9f11-e2d22a6edebd,Cobalt,e0d81f05-0407-3fc9-9f11-e2d22a6edebd,8.56e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Copper,b15117ec-3b8e-35de-bef2-00aec1b9636e,Copper,b15117ec-3b8e-35de-bef2-00aec1b9636e,1.21e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Cyanide,37037bee-9867-3769-999c-c4d891b9975b,Cyanide,37037bee-9867-3769-999c-c4d891b9975b,1.03e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,Nitrous oxide,cfee0524-7ad6-300b-b050-6249135a2492,4.78e-05,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Iron,7401407a-978a-355e-81db-826dc484dd4a,Iron,7401407a-978a-355e-81db-826dc484dd4a,1.18e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Lead,fe829136-3042-36e6-b4cb-7ff591e8db98,Lead,fe829136-3042-36e6-b4cb-7ff591e8db98,9.79e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Manganese,9a474c27-63f9-3d0d-a74c-465fd97400e7,Manganese,9a474c27-63f9-3d0d-a74c-465fd97400e7,2.01e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,Methane,aab83476-ec6c-3742-af85-15d320b7ce80,3.28e-07,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Particulate matter, ≤ 2.5μm",49a9c581-7c83-36b0-b1bd-455ea4c665a6,"Particulate matter, ≤ 2.5μm",49a9c581-7c83-36b0-b1bd-455ea4c665a6,1.9e-06,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,"Particulate matter, > 2.5μm and ≤ 10μm",a320e284-d276-3167-89b3-19d790081c08,"Particulate matter, > 2.5μm and ≤ 10μm",a320e284-d276-3167-89b3-19d790081c08,2.05e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Mercury,e2c65e04-f613-33db-9a6e-4cb4577b0005,Mercury,e2c65e04-f613-33db-9a6e-4cb4577b0005,9.46e-08,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
MSW incineration,58cf0df10a794bcb9e4cecde1e261b62,GLO,Inventory from the supplementary dataset reported in https://www.sciencedirect.com/science/article/pii/S0048969721008524 ,Molybdenum,4383b6b5-ccab-30f1-b0f9-aca7cfc30910,Molybdenum,4383b6b5-ccab-30f1-b0f9-aca7cfc30910,1.34e-09,,ELEMENTARY_FLOW,Elementary Flows; emission; air,,False,biosphere,,,,ELEMENTARY_FLOW
